qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
11925572,query,rel,3,Where is the kite?,sky,in sky,prep_prefix + blip_superset,sky,True
13732734,query,rel,3,The surfboard is where?,sand,on sand,prep_prefix + blip_superset,beach,False
14163828,query,rel,3,Where is the snowboard?,snow,on snow,prep_prefix + blip_superset,snow,True
17929283,query,rel,3,Where is the man?,truck,on truck,prep_prefix + blip_superset,truck,True
15781563,query,rel,3,Where is the man?,bedroom,in bedroom,prep_prefix + blip_superset,bedroom,True
15781856,query,rel,3,Where is that cupboard?,bedroom,in bedroom,prep_prefix + blip_superset,bedroom,True
17916188,query,rel,3,Where is the dog?,snow,in snow,prep_prefix + blip_superset,outside,False
17916183,query,rel,3,Where is that dog?,snow,in snow,prep_prefix + blip_superset,outside,False
15568684,query,rel,3,Where is the backpack?,ground,on ground,prep_prefix + blip_superset,ground,True
14143934,query,rel,3,Where is the luggage?,ground,on ground,prep_prefix + blip_superset,ground,True
03791784,query,rel,3,Where is the broom?,floor,on floor,prep_prefix + blip_superset,left,False
12147186,query,rel,3,Where is the bear?,zoo,in zoo,prep_prefix + blip_superset,zoo,True
00672362,query,rel,3,The bus is where?,street,on street,prep_prefix + blip_superset,on road,False
0111349,query,rel,3,Where is the kite?,ground,on ground,prep_prefix + blip_superset,ground,True
03398036,query,rel,3,Where is the surfboard?,water,in water,prep_prefix + blip_superset,water,True
10188316,query,rel,3,Where is the canoe?,water,in water,prep_prefix + blip_superset,in water,False
14135172,query,rel,3,The tree is where?,dirt,in dirt,prep_prefix + blip_superset,background,False
14135173,query,rel,3,Where is the tree?,dirt,in dirt,prep_prefix + blip_superset,background,False
16677766,query,rel,3,The bird is where?,ground,on ground,prep_prefix + blip_superset,on grass,False
17959975,query,rel,3,Where is the bag?,ground,on ground,prep_prefix + blip_superset,ground,True
01622102,query,rel,3,Where is the man?,snow,on snow,prep_prefix + blip_superset,snow,True
01622100,query,rel,3,Where is that man?,snow,on snow,prep_prefix + blip_superset,snow,True
00279582,query,rel,3,Where is the mattress?,floor,on floor,prep_prefix + blip_superset,floor,True
10720281,query,rel,3,Where is the man?,water,in water,prep_prefix + blip_superset,ocean,False
011016940,query,rel,3,This bag is where?,ground,on ground,prep_prefix + blip_superset,ground,True
011016941,query,rel,3,Where is the bag?,ground,on ground,prep_prefix + blip_superset,on ground,False
02704701,query,rel,3,Where is the man?,street,on street,prep_prefix + blip_superset,street,True
15862828,query,rel,4,Where is the person that is to the left of the briefcase walking?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
10995874,query,rel,3,The truck is where?,street,on street,prep_prefix + blip_superset,on street,False
0820590,query,rel,3,Where is the man?,hill,on hill,prep_prefix + blip_superset,beach,False
01587562,query,rel,3,Where is the speaker?,floor,on floor,prep_prefix + blip_superset,right,False
07760937,query,rel,3,Where is the tree?,hill,on hill,prep_prefix + blip_superset,background,False
011003938,query,rel,3,Where is the train?,garage,in garage,prep_prefix + blip_superset,station,False
19260793,query,rel,3,Where is the bird?,ground,on ground,prep_prefix + blip_superset,on ground,False
19535561,query,rel,3,Where is the horse?,beach,on beach,prep_prefix + blip_superset,beach,True
17748658,query,rel,3,Where is the ball?,ground,on ground,prep_prefix + blip_superset,ground,True
17748657,query,rel,3,The ball is where?,ground,on ground,prep_prefix + blip_superset,ground,True
18351731,query,rel,3,Where is that surfboard?,water,in water,prep_prefix + blip_superset,ocean,False
13110611,query,rel,4,Where is the animal to the left of the dog lying?,bed,on bed,prep_prefix + blip_superset,bed,True
13110612,query,rel,3,Where is the cat lying?,bed,on bed,prep_prefix + blip_superset,bed,True
17334245,query,rel,3,Where is the surfer?,water,in water,prep_prefix + blip_superset,ocean,False
10803760,query,rel,3,Where is the bus?,road,on road,prep_prefix + blip_superset,parking lot,False
09342984,query,rel,3,Where is the bench?,table,under table,prep_prefix + blip_superset,outside,False
0765962,query,rel,3,Where is the car?,street,on street,prep_prefix + blip_superset,parked,False
19684780,query,rel,3,Where is the person?,beach,on beach,prep_prefix + blip_superset,beach,True
0547636,query,rel,3,Where is the giraffe standing?,field,in field,prep_prefix + blip_superset,field,True
061007426,query,rel,3,Where is the man?,beach,on beach,prep_prefix + blip_superset,beach,True
16377672,query,rel,3,Where is the snow?,ground,on ground,prep_prefix + blip_superset,sky,False
09545832,query,rel,3,Where is the bag?,floor,on floor,prep_prefix + blip_superset,chair,False
19609288,query,rel,3,Where is the sand?,beach,on beach,prep_prefix + blip_superset,beach,True
04220158,query,rel,3,Where is the snow?,ground,on ground,prep_prefix + blip_superset,on ground,False
19375135,query,rel,3,Where is the boat?,field,in field,prep_prefix + blip_superset,grass,False
18640928,query,rel,3,The shark is where?,water,in water,prep_prefix + blip_superset,water,True
18640839,query,rel,3,Where is the man?,water,in water,prep_prefix + blip_superset,water,True
19256483,query,rel,3,Where is the bus?,street,on street,prep_prefix + blip_superset,street,True
00636251,query,rel,3,Where is the dog?,car,in car,prep_prefix + blip_superset,in car,False
00543781,query,rel,3,The car is where?,road,on road,prep_prefix + blip_superset,street,False
03459513,query,rel,3,Where is the man?,beach,on beach,prep_prefix + blip_superset,beach,True
03459558,query,rel,3,Where is the surfboard?,sand,on sand,prep_prefix + blip_superset,beach,False
16470530,query,rel,3,Where is the trash can?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
1173488,query,rel,3,Where is the tree?,beach,on beach,prep_prefix + blip_superset,nowhere,False
1173487,query,rel,3,Where is that tree?,beach,on beach,prep_prefix + blip_superset,nowhere,False
03223491,query,rel,3,Where is the chair?,bed,by bed,prep_prefix + blip_superset,bedroom,False
16946360,query,rel,3,Where is the teddy bear?,floor,on floor,prep_prefix + blip_superset,on floor,False
01844218,query,rel,3,Where is the street light?,sidewalk,on sidewalk,prep_prefix + blip_superset,on pole,False
11908344,query,rel,3,Where are the trees?,hill,on hill,prep_prefix + blip_superset,background,False
154676,query,rel,3,Where is that bird?,ground,on ground,prep_prefix + blip_superset,in water,False
154689,query,rel,3,Where are the leaves?,ground,on ground,prep_prefix + blip_superset,ground,True
10783957,query,rel,3,Where is the dog?,car,in car,prep_prefix + blip_superset,in car,False
0612799,query,rel,3,The zebra is where?,field,in field,prep_prefix + blip_superset,field,True
0612800,query,rel,3,Where is the zebra?,field,in field,prep_prefix + blip_superset,field,True
11728259,query,rel,3,The snow is where?,mountain,on mountain,prep_prefix + blip_superset,mountains,False
11728260,query,rel,3,Where is the snow?,mountain,on mountain,prep_prefix + blip_superset,on ground,False
01941526,query,rel,4,Where is the brown bear lying?,water,in water,prep_prefix + blip_superset,water,True
03193192,query,rel,3,Where is the arrow?,road,on road,prep_prefix + blip_superset,on sign,False
0778344,query,rel,3,Where is the airplane?,sky,in sky,prep_prefix + blip_superset,sky,True
05188948,query,rel,3,Where is the man?,snow,in snow,prep_prefix + blip_superset,outside,False
05188947,query,rel,3,The man is where?,snow,in snow,prep_prefix + blip_superset,outside,False
15350959,query,rel,3,Where is the bike?,fence,by fence,prep_prefix + blip_superset,fence,True
19397062,query,rel,3,Where is the cell phone?,floor,on floor,prep_prefix + blip_superset,on table,False
04812668,query,rel,3,Where are the plants?,patio,on patio,prep_prefix + blip_superset,background,False
18720413,query,rel,3,Where is the tree?,park,in park,prep_prefix + blip_superset,background,False
11879496,query,rel,3,Where is the snowboard?,snow,on snow,prep_prefix + blip_superset,snow,True
11879495,query,rel,3,Where is the snow board?,snow,on snow,prep_prefix + blip_superset,snow,True
14734964,query,rel,3,Where is the man?,carriage,in carriage,prep_prefix + blip_superset,carriage,True
06934661,query,rel,3,Where is the car?,street,on street,prep_prefix + blip_superset,street,True
04659728,query,rel,3,Where is the bucket?,ground,on ground,prep_prefix + blip_superset,on ground,False
16686242,query,rel,3,Where is the person?,sidewalk,on sidewalk,prep_prefix + blip_superset,street,False
13159554,query,rel,3,Where is the elephant?,water,in water,prep_prefix + blip_superset,water,True
03869058,query,rel,3,Where is the couch?,living room,in living room,prep_prefix + blip_superset,living room,True
00364670,query,rel,3,Where is the bus?,street,on street,prep_prefix + blip_superset,background,False
07497059,query,rel,3,The grass is where?,field,on field,prep_prefix + blip_superset,yes,False
07497060,query,rel,3,Where is the grass?,field,on field,prep_prefix + blip_superset,yes,False
1235483,query,rel,3,The man is where?,snow,on snow,prep_prefix + blip_superset,snow,True
05947063,query,rel,3,Where is he?,snow,in snow,prep_prefix + blip_superset,snow,True
05947064,query,rel,3,Where is the man?,snow,in snow,prep_prefix + blip_superset,in snow,False
00212519,query,rel,3,Where is the man?,train,on train,prep_prefix + blip_superset,on train,False
03156761,query,rel,3,Where is the cat?,car,in car,prep_prefix + blip_superset,car,True
05893075,query,rel,3,The fire hydrant is where?,snow,in snow,prep_prefix + blip_superset,snow,True
06463481,query,rel,3,Where is this pot?,ground,on ground,prep_prefix + blip_superset,sidewalk,False
06463482,query,rel,3,Where is the pot?,ground,on ground,prep_prefix + blip_superset,sidewalk,False
13497727,query,rel,3,Where is the brush?,beach,on beach,prep_prefix + blip_superset,beach,True
03186929,query,rel,3,The tree is where?,hill,on hill,prep_prefix + blip_superset,in snow,False
01978126,query,rel,3,Where is the boat?,water,in water,prep_prefix + blip_superset,water,True
12985005,query,rel,3,Where is the snow?,mountain,on mountain,prep_prefix + blip_superset,ground,False
12985004,query,rel,3,The snow is where?,mountain,on mountain,prep_prefix + blip_superset,ground,False
1436583,query,rel,3,Where is this bag?,ground,on ground,prep_prefix + blip_superset,on grass,False
12690242,query,rel,3,Where is the snow?,ground,on ground,prep_prefix + blip_superset,ground,True
08815553,query,rel,3,Where are the cows?,road,on road,prep_prefix + blip_superset,outside,False
00893058,query,rel,3,The bottle is where?,ground,on ground,prep_prefix + blip_superset,on ground,False
153434,query,rel,3,Where is the person?,snow,on snow,prep_prefix + blip_superset,beach,False
13660523,query,rel,4,Where is the person that is riding standing?,train,on train,prep_prefix + blip_superset,train,True
09663388,query,rel,3,Where is the airplane?,sky,in sky,prep_prefix + blip_superset,sky,True
09663386,query,rel,3,Where is the plane?,sky,in sky,prep_prefix + blip_superset,sky,True
05800225,query,rel,4,Where are the people to the left of the car playing?,field,in field,prep_prefix + blip_superset,park,False
16958910,query,rel,3,Where is the van parked?,street,on street,prep_prefix + blip_superset,street,True
05735981,query,rel,3,Where is the surf board?,water,in water,prep_prefix + blip_superset,in water,False
04940200,query,rel,3,Where is the rug?,floor,on floor,prep_prefix + blip_superset,floor,True
14412652,query,rel,3,Where is the rug?,floor,on floor,prep_prefix + blip_superset,floor,True
12755393,query,rel,4,The man to the left of the cars is walking where?,street,on street,prep_prefix + blip_superset,street,True
08207152,query,rel,3,Where are the benches?,beach,on beach,prep_prefix + blip_superset,beach,True
02320859,query,rel,3,Where is the bicycle?,snow,on snow,prep_prefix + blip_superset,in snow,False
03766381,query,rel,3,Where is the bird?,grass,on grass,prep_prefix + blip_superset,grass,True
17150349,query,rel,3,The horse is where?,grass,on grass,prep_prefix + blip_superset,track,False
